Date,Close,High,Low,Open,Volume
,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
05-05-2020,9003.070313,9062.415039,8856.827148,8912.832031,43148462663
06-05-2020,9268.761719,9411.467773,8966.706055,9007.441406,49371886931
07-05-2020,9951.518555,9992.664063,9138.322266,9261.895508,61112700562
08-05-2020,9842.666016,9996.743164,9767.172852,9936.162109,51780748042
09-05-2020,9593.896484,9913.863281,9580.644531,9840.90625,46566121841
10-05-2020,8756.430664,9595.581055,8395.107422,9591.168945,63325279337
11-05-2020,8601.795898,9033.470703,8374.323242,8755.535156,57119858802
12-05-2020,8804.477539,8949.898438,8569.643555,8610.385742,42142717533
13-05-2020,9269.987305,9317.878906,8805.387695,8805.387695,45558144023
14-05-2020,9733.72168,9793.268555,9255.035156,9271.329102,56426907637
15-05-2020,9328.197266,9755.828125,9261.398438,9734.291016,48158802327
16-05-2020,9377.013672,9564.205078,9260.694336,9333.240234,36164766408
17-05-2020,9670.739258,9823.001953,9349.545898,9374.929688,40084250663
18-05-2020,9726.575195,9906.030273,9570.359375,9675.695313,41827139896
19-05-2020,9729.038086,9836.047852,9539.624023,9727.063477,39254288955
20-05-2020,9522.981445,9804.793945,9447.201172,9725.329102,36546239703
21-05-2020,9081.761719,9555.242188,8869.930664,9522.740234,39326160532
22-05-2020,9182.577148,9232.936523,9008.638672,9080.334961,29810773699
23-05-2020,9209.287109,9302.501953,9118.108398,9185.0625,27727866812
24-05-2020,8790.368164,9288.404297,8787.250977,9212.283203,32518803300
25-05-2020,8906.93457,8951.005859,8719.667969,8786.107422,31288157264
26-05-2020,8835.052734,8991.967773,8757.293945,8909.585938,29584186947
27-05-2020,9181.017578,9203.320313,8834.157227,8837.380859,32740536902
28-05-2020,9525.750977,9546.319336,9148.457031,9184.945313,34367073114
29-05-2020,9439.124023,9573.666992,9379.338867,9528.355469,32896642044
30-05-2020,9700.414063,9704.030273,9366.729492,9438.914063,32722975141
31-05-2020,9461.058594,9700.34375,9432.296875,9700.105469,27773290299
01-06-2020,10167.26855,10199.56543,9450.899414,9463.605469,35198901068
02-06-2020,9529.803711,10182.34082,9460.571289,10162.97363,39137252109
03-06-2020,9656.717773,9682.859375,9471.84668,9533.760742,25007459262
04-06-2020,9800.636719,9887.610352,9525.24707,9655.854492,25921805072
05-06-2020,9665.533203,9869.237305,9663.216797,9800.21582,23509628646
06-06-2020,9653.679688,9773.431641,9591.024414,9664.904297,20438419222
07-06-2020,9758.852539,9768.498047,9458.150391,9653.00293,25015250846
08-06-2020,9771.489258,9782.306641,9675.885742,9760.063477,21486346312
09-06-2020,9795.700195,9836.369141,9664.719727,9774.360352,23717842783
10-06-2020,9870.094727,9908.896484,9728.291016,9794.119141,25706567601
11-06-2020,9321.78125,9938.297852,9263.069336,9870.078125,30247143440
12-06-2020,9480.84375,9540.46582,9285.851563,9320.69043,22610564515
13-06-2020,9475.277344,9493.211914,9396.009766,9480.735352,17564322315
14-06-2020,9386.788086,9482.270508,9347.59375,9477.553711,18991732746
15-06-2020,9450.702148,9504.860352,8990.175781,9386.035156,26699704768
16-06-2020,9538.024414,9579.430664,9400.445313,9454.266602,21565537209
17-06-2020,9480.254883,9540.422852,9327.339844,9533.78418,20177709879
18-06-2020,9411.84082,9482.782227,9328.395508,9481.567383,17770083003
19-06-2020,9288.018555,9440.875977,9274.295898,9410.293945,19632223107
20-06-2020,9332.34082,9394.97168,9247.379883,9290.959961,17130541557
21-06-2020,9303.629883,9401.107422,9300.430664,9330.926758,15324301169
22-06-2020,9648.717773,9655.073242,9296.87207,9300.915039,21104009514
23-06-2020,9629.658203,9670.541016,9547.24707,9644.076172,17006433272
24-06-2020,9313.610352,9680.367188,9278.233398,9632.149414,18961716076
25-06-2020,9264.813477,9340.161133,9095.324219,9314.126953,18616048626
26-06-2020,9162.917969,9310.516602,9101.738281,9260.995117,18341465837
27-06-2020,9045.390625,9207.810547,8998.216797,9167.824219,17273093144
28-06-2020,9143.582031,9197.546875,8975.525391,9048.460938,14560870760
29-06-2020,9190.854492,9237.573242,9041.875977,9140.029297,16460547078
30-06-2020,9137.993164,9217.835938,9084.837891,9185.581055,15735797744
01-07-2020,9228.325195,9309.754883,9104.735352,9145.985352,15971550355
02-07-2020,9123.410156,9274.962891,9036.623047,9231.139648,16338916796
03-07-2020,9087.303711,9202.344727,9058.794922,9124.842773,13078970999
04-07-2020,9132.488281,9183.295898,9053.629883,9084.233398,12290528515
05-07-2020,9073.942383,9162.183594,8977.015625,9126.09082,12903406143
06-07-2020,9375.474609,9375.474609,9058.664063,9072.849609,17889263252
07-07-2020,9252.277344,9360.617188,9201.81543,9349.161133,13839652595
08-07-2020,9428.333008,9450.335938,9249.5,9253.020508,19702359883
09-07-2020,9277.967773,9431.378906,9234.999023,9427.994141,18000702524
10-07-2020,9278.807617,9287.47168,9118.001953,9273.357422,16860035605
11-07-2020,9240.34668,9293.532227,9199.485352,9277.511719,13249910444
12-07-2020,9276.5,9319.418945,9197.450195,9241.054688,14452361907
13-07-2020,9243.614258,9306.405273,9224.292969,9277.205078,17519821266
14-07-2020,9243.213867,9283.841797,9171.661133,9238.703125,18085038362
15-07-2020,9192.836914,9275.325195,9171.933594,9241.897461,15844731575
16-07-2020,9132.227539,9214.3125,9088.947266,9191.980469,15713967523
17-07-2020,9151.392578,9182.253906,9089.202148,9131.8125,13944570749
18-07-2020,9159.040039,9230.983398,9100.824219,9151.183594,12252601475
19-07-2020,9185.817383,9201.398438,9097.632813,9158.005859,12939002784
20-07-2020,9164.231445,9214.270508,9137.509766,9187.220703,13755604146
21-07-2020,9374.887695,9407.262695,9149.389648,9162.514648,18069581956
22-07-2020,9525.363281,9530.518555,9319.65332,9375.080078,16532254884
23-07-2020,9581.072266,9610.24707,9483.003906,9527.141602,18146399002
24-07-2020,9536.892578,9623.336914,9481.454102,9585.514648,16552768325
25-07-2020,9677.113281,9704.556641,9530.211914,9539.485352,16610070933
26-07-2020,9905.166992,10023.80762,9652.847656,9680.234375,20507998997
27-07-2020,10990.87305,11298.22168,9903.969727,9905.217773,35359749590
28-07-2020,10912.82324,11204.32715,10632.63184,11017.46387,28766551142
29-07-2020,11100.46777,11304.39746,10856.1416,10912.95313,24617249715
30-07-2020,11111.21387,11169.35645,10895.45508,11099.83301,22857247901
31-07-2020,11323.4668,11415.86426,10987.05371,11110.21094,23160469766
01-08-2020,11759.59277,11794.77539,11239.68262,11322.57031,26075670303
02-08-2020,11053.61426,12034.14453,11018.12988,11758.76465,27410067336
03-08-2020,11246.34863,11453.0791,11012.41504,11043.76855,20271713443
04-08-2020,11205.89258,11385.38184,11094.14551,11246.20313,21250197042
05-08-2020,11747.02246,11786.61719,11158.28516,11203.82324,24411254471
06-08-2020,11779.77344,11902.33594,11598.71387,11749.87109,23400740340
07-08-2020,11601.47266,11898.03809,11408.59375,11778.89453,23132312867
08-08-2020,11754.0459,11800.06445,11558.43164,11604.55371,17572057837
09-08-2020,11675.73926,11806.05664,11548.78418,11737.3252,17489608833
10-08-2020,11878.11133,12045.14063,11662.25684,11662.25684,26114112569
11-08-2020,11410.52539,11932.71094,11195.70898,11881.64746,27039782640
12-08-2020,11584.93457,11748.39648,11249.60547,11404.59668,25064548486
13-08-2020,11784.1377,11796.39648,11216.87207,11588.40527,27522199497
14-08-2020,11768.87109,12150.99414,11685.45508,11772.65918,24237958589
15-08-2020,11865.69824,11963.20313,11768.69727,11768.69727,23354924400
16-08-2020,11892.80371,11934.90137,11737.18848,11866.68555,20583375490
17-08-2020,12254.40234,12359.05664,11806.69629,11895.6582,28227687027
18-08-2020,11991.2334,12335.70703,11954.52539,12251.89551,26043227672
19-08-2020,11758.2832,12028.92383,11687.33301,11990.88477,24502851117
20-08-2020,11878.37207,11900.41113,11710.06348,11761.5,20175242945
21-08-2020,11592.48926,11899.25977,11564.97949,11878.02637,23762425999
22-08-2020,11681.8252,11689.40723,11448.80566,11585.47754,20224191306
23-08-2020,11664.84766,11713.42969,11559.9209,11679.69629,18482062658
24-08-2020,11774.5957,11807.63184,11623.25,11663.68945,20681511755
25-08-2020,11366.13477,11778.2998,11189.85059,11773.58887,26301509932
26-08-2020,11488.36328,11530.05273,11296.99316,11366.89453,22466660958
27-08-2020,11323.39746,11570.78613,11185.94141,11485.6084,23240415076
28-08-2020,11542.5,11545.61523,11316.42285,11325.2959,19807127588
29-08-2020,11506.86523,11585.64063,11466.29297,11541.05469,17485597759
30-08-2020,11711.50586,11715.26465,11492.38184,11508.71387,19760127945
31-08-2020,11680.82031,11768.87695,11598.31836,11713.30664,22285928250
01-09-2020,11970.47852,12067.08105,11601.12891,11679.31641,27311555343
02-09-2020,11414.03418,11964.82324,11290.79395,11964.82324,28037405299
03-09-2020,10245.29688,11443.02246,10182.46484,11407.19141,31927261555
04-09-2020,10511.81348,10663.91992,10207.94043,10230.36523,29965130374
05-09-2020,10169.56738,10581.57129,9946.675781,10512.53027,44916565292
06-09-2020,10280.35156,10353.92773,10056.88574,10167.2168,37071460174
07-09-2020,10369.56348,10399.15332,9916.493164,10280.99805,33703098409
08-09-2020,10131.5166,10414.77539,9945.110352,10369.30664,33430927462
09-09-2020,10242.34766,10350.54297,10017.25098,10134.15137,24128292755
10-09-2020,10363.13867,10503.91211,10238.13574,10242.33008,54406443211
11-09-2020,10400.91504,10434.92285,10140.83691,10369.02832,45201121775
12-09-2020,10442.1709,10578.83789,10292.38672,10409.86133,36750077324
13-09-2020,10323.75586,10577.21484,10224.33008,10452.39941,36506852789
14-09-2020,10680.83789,10800.01074,10266.00879,10328.73438,35453581940
15-09-2020,10796.95117,10938.63184,10656.45996,10677.75488,32509451925
16-09-2020,10974.90527,11100.12402,10704.88477,10797.76172,30769986455
17-09-2020,10948.99023,11037.4209,10774.62793,10973.25195,38151810523
18-09-2020,10944.58594,11034.9082,10829.65723,10951.82031,26341903912
19-09-2020,11094.34668,11134.09277,10909.61816,10933.75293,22764204008
20-09-2020,10938.27148,11095.87012,10814.47754,11095.87012,24699523788
21-09-2020,10462.25977,10988.30469,10380.26074,10934.92578,28884999244
22-09-2020,10538.45996,10568.07715,10382.72656,10459.62402,23621787804
23-09-2020,10246.18652,10537.82813,10197.86523,10535.49219,23788661867
24-09-2020,10760.06641,10771.05664,10231.49023,10248.78613,47144380902
25-09-2020,10692.7168,10777.69629,10578.91406,10761.10938,39348590957
26-09-2020,10750.72363,10772.99902,10667.28125,10695.5752,46852525493
27-09-2020,10775.26953,10803.97656,10622.92188,10746.89258,53745972818
28-09-2020,10709.65234,10945.34766,10703.89355,10776.61328,47762394731
29-09-2020,10844.64063,10860.00098,10649.49512,10709.65039,46582396602
30-09-2020,10784.49121,10847.25684,10669.32129,10843.87109,44171073700
01-10-2020,10619.45215,10933.62402,10472.35645,10795.25488,40023134100
02-10-2020,10575.97461,10657.83789,10416.68945,10619.82129,48661453918
03-10-2020,10549.3291,10598.94043,10511.12988,10575.10059,44660271563
04-10-2020,10669.58301,10686,10534.3916,10550.44043,71251776995
05-10-2020,10793.33984,10793.50781,10634.60059,10676.5293,47537578009
06-10-2020,10604.40625,10797.57813,10528.89063,10796.30664,42623695307
07-10-2020,10668.96875,10680.50781,10562.50684,10603.35547,37799458436
08-10-2020,10915.68555,10945.7373,10562.60645,10669.37109,63314794397
09-10-2020,11064.45801,11102.67188,10846.85059,10927.91309,22799117613
10-10-2020,11296.36133,11442.21094,11056.94043,11059.14258,22877978588
11-10-2020,11384.18164,11428.81348,11288.62793,11296.08203,19968627060
12-10-2020,11555.36328,11698.46777,11240.68652,11392.63574,26163972642
13-10-2020,11425.89941,11548.98438,11321.22461,11548.71973,24241420251
14-10-2020,11429.50684,11539.97754,11307.83105,11429.04785,24103426719
15-10-2020,11495.34961,11569.91406,11303.60352,11426.60254,24487233058
16-10-2020,11322.12305,11540.06152,11223.0127,11502.82813,25635480772
17-10-2020,11358.10156,11386.26172,11285.3457,11322.12305,19130430174
18-10-2020,11483.35938,11483.35938,11347.57813,11355.98242,18283314340
19-10-2020,11742.03711,11799.09277,11408.29004,11495.03809,23860769928
20-10-2020,11916.33496,11999.91797,11681.48047,11745.97461,30915821592
21-10-2020,12823.68945,13184.56641,11900.92871,11913.07715,43414712626
22-10-2020,12965.8916,13161.59375,12717.09375,12801.63574,34729759598
23-10-2020,12931.53906,13015.96191,12752.64746,12971.54883,28974975003
24-10-2020,13108.0625,13145.06641,12885.74707,12931.57422,24542317940
25-10-2020,13031.17383,13329.18359,12910.06152,13108.06348,24406920575
26-10-2020,13075.24805,13225.29785,12822.38281,13031.20117,29461458313
27-10-2020,13654.21875,13759.66895,13060.83789,13075.24219,33749878156
28-10-2020,13271.28516,13837.69531,12932.25098,13654.21484,35867318895
29-10-2020,13437.88281,13612.04785,12980.05957,13271.29883,56499499598
30-10-2020,13546.52246,13651.5166,13136.19824,13437.87402,30581485201
31-10-2020,13780.99512,14028.21387,13457.53027,13546.53223,30306464719
01-11-2020,13737.10938,13862.0332,13628.37793,13780.99512,24453857900
02-11-2020,13550.48926,13808.32324,13243.16016,13737.03223,30771455468
03-11-2020,13950.30078,13984.98145,13325.44141,13550.45117,29869951617
04-11-2020,14133.70703,14218.7666,13580.47168,13950.48828,35116364962
05-11-2020,15579.84863,15706.4043,14102.08887,14133.7334,40856321439
06-11-2020,15565.88086,15903.4375,15226.83984,15579.72949,39837841971
07-11-2020,14833.75391,15737.0957,14423.20313,15565.88086,35024953706
08-11-2020,15479.56738,15637.32031,14744.11035,14833.75391,26632075029
09-11-2020,15332.31543,15785.13672,14865.5293,15479.5957,34149115566
10-11-2020,15290.90234,15450.3291,15124.95996,15332.35059,25574938143
11-11-2020,15701.33984,15916.26074,15290.00684,15290.90918,29772374934
12-11-2020,16276.34375,16305.00391,15534.77148,15701.29883,34175758344
13-11-2020,16317.80859,16463.17773,15992.15234,16276.44043,31599492172
14-11-2020,16068.13867,16317.80859,15749.19336,16317.80859,27481710135
15-11-2020,15955.58789,16123.11035,15793.53418,16068.13965,23653867583
16-11-2020,16716.11133,16816.18164,15880.70605,15955.57715,31526766675
17-11-2020,17645.40625,17782.91992,16564.54492,16685.69141,39006849170
18-11-2020,17804.00586,18393.94922,17352.90625,17645.19141,49064800278
19-11-2020,17817.08984,18119.54688,17382.55469,17803.86133,36985055355
20-11-2020,18621.31445,18773.22656,17765.79492,17817.08398,36992873940
21-11-2020,18642.23242,18936.62109,18444.35938,18621.31641,39650210707
22-11-2020,18370.00195,18688.96875,17671.38477,18642.23242,41280434226
23-11-2020,18364.12109,18711.42578,18000.79688,18370.01758,42741112308
24-11-2020,19107.46484,19348.27148,18128.65625,18365.01563,51469565009
25-11-2020,18732.12109,19390.96484,18581.14648,19104.41016,43710357371
26-11-2020,17150.62305,18866.28516,16351.03516,18729.83984,61396835737
27-11-2020,17108.40234,17445.02344,16526.42383,17153.91406,38886494645
28-11-2020,17717.41406,17853.93945,16910.65234,17112.93359,32601040734
29-11-2020,18177.48438,18283.62891,17559.11719,17719.63477,31133957704
30-11-2020,19625.83594,19749.26367,18178.32227,18178.32227,47728480399
01-12-2020,18802.99805,19845.97461,18321.92188,19633.76953,49633658712
02-12-2020,19201.0918,19308.33008,18347.71875,18801.74414,37387697139
03-12-2020,19445.39844,19566.19141,18925.78516,19205.92578,31930317405
04-12-2020,18699.76563,19511.4043,18697.19336,19446.9668,33872388058
05-12-2020,19154.23047,19160.44922,18590.19336,18698.38477,27242455064
06-12-2020,19345.12109,19390.5,18897.89453,19154.17969,25293775714
07-12-2020,19191.63086,19411.82813,18931.14258,19343.12891,26896357742
08-12-2020,18321.14453,19283.47852,18269.94531,19191.5293,31692288756
09-12-2020,18553.91602,18626.29297,17935.54688,18320.88477,34420373071
10-12-2020,18264.99219,18553.29883,17957.06445,18553.29883,25547132265
11-12-2020,18058.9043,18268.45313,17619.5332,18263.92969,27919640985
12-12-2020,18803.65625,18919.55078,18046.04102,18051.32031,21752580802
13-12-2020,19142.38281,19381.53516,18734.33203,18806.76563,25450468637
14-12-2020,19246.64453,19305.09961,19012.70898,19144.49219,22473997681
15-12-2020,19417.07617,19525.00781,19079.8418,19246.91992,26741982541
16-12-2020,21310.59766,21458.9082,19298.31641,19418.81836,44409011479
17-12-2020,22805.16211,23642.66016,21234.67578,21308.35156,71378606374
18-12-2020,23137.96094,23238.60156,22399.8125,22806.79688,40387896275
19-12-2020,23869.83203,24085.85547,22826.47266,23132.86523,38487546580
20-12-2020,23477.29492,24209.66016,23147.71094,23861.76563,37844228422
21-12-2020,22803.08203,24059.98242,22159.36719,23474.45508,45852713981
22-12-2020,23783.0293,23789.90234,22430.60547,22794.03906,44171632681
23-12-2020,23241.3457,24024.49023,22802.64648,23781.97461,51146161904
24-12-2020,23735.94922,23768.33789,22777.59766,23240.20313,41080759713
25-12-2020,24664.79102,24710.10156,23463.67383,23733.57031,42068395846
26-12-2020,26437.03711,26718.07031,24522.68945,24677.01563,48332647295
27-12-2020,26272.29492,28288.83984,25922.76953,26439.37305,66479895605
28-12-2020,27084.80859,27389.11133,26207.64063,26280.82227,49056742893
29-12-2020,27362.4375,27370.7207,25987.29883,27081.81055,45265946774
30-12-2020,28840.95313,28937.74023,27360.08984,27360.08984,51287442704
31-12-2020,29001.7207,29244.87695,28201.99219,28841.57422,46754964848
01-01-2021,29374.15234,29600.62695,28803.58594,28994.00977,40730301359
02-01-2021,32127.26758,33155.11719,29091.18164,29376.45508,67865420765
03-01-2021,32782.02344,34608.55859,32052.31641,32129.4082,78665235202
04-01-2021,31971.91406,33440.21875,28722.75586,32810.94922,81163475344
05-01-2021,33992.42969,34437.58984,30221.1875,31977.04102,67547324782
06-01-2021,36824.36328,36879.69922,33514.03516,34013.61328,75289433811
07-01-2021,39371.04297,40180.36719,36491.19141,36833.875,84762141031
08-01-2021,40797.60938,41946.73828,36838.63672,39381.76563,88107519480
09-01-2021,40254.54688,41436.35156,38980.875,40788.64063,61984162837
10-01-2021,38356.44141,41420.19141,35984.62891,40254.21875,79980747690
11-01-2021,35566.65625,38346.53125,30549.59961,38346.53125,1.23321E+11
12-01-2021,33922.96094,36568.52734,32697.97656,35516.35938,74773277909
13-01-2021,37316.35938,37599.96094,32584.66797,33915.12109,69364315979
14-01-2021,39187.32813,39966.40625,36868.5625,37325.10938,63615990033
15-01-2021,36825.36719,39577.71094,34659.58984,39156.70703,67760757881
16-01-2021,36178.14063,37864.36719,35633.55469,36821.64844,57706187875
17-01-2021,35791.27734,36722.35156,34069.32031,36163.64844,52359854336
18-01-2021,36630.07422,37299.28516,34883.84375,35792.23828,49511702429
19-01-2021,36069.80469,37755.89063,36069.80469,36642.23438,57244195486
20-01-2021,35547.75,36378.32813,33570.47656,36050.11328,66834573161
